,UCR Literal,Report Date,Month,Day,Year,Occur Time,UCR #,Latitude,Longitude
15358,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,5,640,33.8408,-84.38244
15359,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2030,640,33.75544,-84.37953
15360,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2150,640,33.79874,-84.39164
15361,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1500,640,33.7602,-84.38554
15362,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,438,640,33.86118,-84.44081
15363,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2200,640,33.71272,-84.41349
15364,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,130,640,33.75178,-84.35349
15365,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,955,640,33.84884,-84.36475
15366,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1130,640,33.7544,-84.326
15367,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1430,640,33.79789,-84.37101
15368,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1700,640,33.81708,-84.42417
15369,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2030,640,33.76522,-84.34808
15370,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1800,640,33.76929,-84.36187
15371,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1400,640,33.77683,-84.35269
15372,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1200,640,33.78949,-84.42125
15373,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2015,640,33.7405,-84.36935
15374,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1330,640,33.78856,-84.36992
15375,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2109,640,33.80701,-84.41444
15376,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2200,640,33.75578,-84.38623
15377,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,2130,640,33.7745,-84.48942
15378,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,0,650,33.79335,-84.45089
15379,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1230,650,33.77296,-84.36414
15380,LARCENY-FROM VEHICLE,8/18/2019,8,18,2019,1500,650,33.79625,-84.36946
15381,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,510,650,33.76745,-84.37521
15382,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1500,650,33.78863,-84.42466
15383,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1640,650,33.7513,-84.39198
15384,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,730,650,33.74188,-84.38779
15385,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1700,640,33.75448,-84.37234
15386,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,231,640,33.72333,-84.41447
15387,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1100,640,33.76702,-84.37227
15388,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2000,640,33.76619,-84.33425
15389,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2100,640,33.74466,-84.31671
15390,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,825,640,33.68274,-84.40902
15391,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1,640,33.75489,-84.48948
15392,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2200,640,33.81987,-84.36568
15393,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2300,640,33.79018,-84.35861
15394,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1030,640,33.78161,-84.3842
15395,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1800,640,33.84668,-84.42725
15396,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1800,640,33.81301,-84.3938
15397,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2300,640,33.76491,-84.3826
15398,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1400,640,33.83754,-84.36829
15399,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,200,640,33.7454,-84.33373
15400,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,930,640,33.79014,-84.42697
15401,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1540,640,33.80341,-84.42654
15402,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2030,640,33.75275,-84.37186
15403,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1700,640,33.84451,-84.36977
15404,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1930,640,33.74937,-84.36808
15405,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,1830,640,33.74702,-84.36539
15406,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2015,640,33.76364,-84.38733
15407,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2118,640,33.84376,-84.37894
15408,LARCENY-FROM VEHICLE,8/19/2019,8,19,2019,2145,640,33.77347,-84.35767
15409,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,110,630,33.77276,-84.41089
15410,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1220,630,33.75504,-84.41457
15411,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1000,630,33.75459,-84.41766
15412,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1955,630,33.84884,-84.36475
15413,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1523,630,33.84413,-84.37409
15414,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1645,630,33.7774,-84.45214
15415,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1755,630,33.74087,-84.41346
15416,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1815,630,33.71334,-84.4387
15417,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1741,630,33.75674,-84.34619
15418,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,2000,630,33.7394,-84.43203
15419,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,2030,630,33.77807,-84.40773
15420,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1110,630,33.70827,-84.45385
15421,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,2300,630,33.72174,-84.40839
15422,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,2200,610,33.76228,-84.39203
15423,AUTO THEFT,8/19/2019,8,19,2019,100,710,33.66423,-84.51544
15424,AUTO THEFT,8/19/2019,8,19,2019,830,710,33.76654,-84.43317
15425,AUTO THEFT,8/19/2019,8,19,2019,2230,710,33.82347,-84.44024
15426,AUTO THEFT,8/19/2019,8,19,2019,1015,710,33.78427,-84.41835
15427,AUTO THEFT,8/19/2019,8,19,2019,2300,710,33.7032,-84.37701
15428,AUTO THEFT,8/19/2019,8,19,2019,1205,710,33.77526,-84.38764
15429,AUTO THEFT,8/19/2019,8,19,2019,1200,710,33.69957,-84.54495
15430,AUTO THEFT,8/19/2019,8,19,2019,230,710,33.76507,-84.4042
15431,AUTO THEFT,8/19/2019,8,19,2019,1400,710,33.70641,-84.40813
15432,AUTO THEFT,8/19/2019,8,19,2019,530,710,33.74038,-84.39273
15433,AUTO THEFT,8/19/2019,8,19,2019,1601,730,33.74046,-84.4206
15434,AUTO THEFT,8/19/2019,8,19,2019,1731,710,33.81073,-84.37052
15435,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1300,670,33.75372,-84.39899
15436,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,555,670,33.75355,-84.37695
15437,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,625,690,33.77023,-84.38815
15438,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1100,690,33.70611,-84.37749
15439,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1130,690,33.76273,-84.38912
15440,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,700,690,33.71836,-84.40864
15441,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1000,690,33.79319,-84.38806
15442,LARCENY-NON VEHICLE,8/19/2019,8,19,2019,1215,690,33.78235,-84.35268
15443,ROBBERY-PEDESTRIAN,8/19/2019,8,19,2019,230,311,33.68141,-84.39595
15444,ROBBERY-PEDESTRIAN,8/19/2019,8,19,2019,600,311,33.77677,-84.50748
15445,ROBBERY-PEDESTRIAN,8/19/2019,8,19,2019,1624,311,33.80521,-84.42994
15446,HOMICIDE,8/19/2019,8,19,2019,1610,110,33.70571,-84.35685
15447,ROBBERY-COMMERCIAL,8/19/2019,8,19,2019,1000,342,33.77126,-84.37212
15448,ROBBERY-RESIDENCE,8/19/2019,8,19,2019,1630,345,33.68348,-84.40624
15449,AGG ASSAULT,8/19/2019,8,19,2019,825,410,33.76912,-84.38346
15450,AGG ASSAULT,8/19/2019,8,19,2019,1730,430,33.753,-84.37993
15451,AGG ASSAULT,8/19/2019,8,19,2019,300,420,33.71436,-84.34631
15452,AGG ASSAULT,8/19/2019,8,19,2019,1330,420,33.75065,-84.47607
15453,AGG ASSAULT,8/19/2019,8,19,2019,1900,420,33.64901,-84.39148
15454,BURGLARY-NONRES,8/19/2019,8,19,2019,203,512,33.73675,-84.39489
15455,BURGLARY-NONRES,8/19/2019,8,19,2019,2200,512,33.73469,-84.43019
15456,BURGLARY-NONRES,8/19/2019,8,19,2019,1300,512,33.75929,-84.37628
15457,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,2300,511,33.7538,-84.493
15458,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,1200,511,33.76474,-84.41138
15459,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,1000,511,33.73151,-84.48522
15460,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,800,511,33.76183,-84.36026
15461,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,2251,511,33.70431,-84.45285
15462,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,2245,511,33.68728,-84.38948
15463,BURGLARY-RESIDENCE,8/19/2019,8,19,2019,1625,521,33.74589,-84.4586
15464,BURGLARY-NONRES,8/19/2019,8,19,2019,1800,522,33.65833,-84.37332
15465,BURGLARY-NONRES,8/20/2019,8,20,2019,1630,522,33.80856,-84.37506
15466,BURGLARY-RESIDENCE,8/20/2019,8,20,2019,900,521,33.70524,-84.3758
15467,BURGLARY-RESIDENCE,8/20/2019,8,20,2019,1100,511,33.71535,-84.46691
15468,BURGLARY-RESIDENCE,8/20/2019,8,20,2019,1212,511,33.77764,-84.38102
15469,BURGLARY-RESIDENCE,8/20/2019,8,20,2019,1100,511,33.67797,-84.51049
15470,BURGLARY-RESIDENCE,8/20/2019,8,20,2019,900,511,33.662,-84.51892
15471,BURGLARY-NONRES,8/20/2019,8,20,2019,245,512,33.77807,-84.40773
15472,AGG ASSAULT,8/20/2019,8,20,2019,2220,410,33.76502,-84.39258
15473,AGG ASSAULT,8/20/2019,8,20,2019,900,410,33.76076,-84.51205
15474,AGG ASSAULT,8/20/2019,8,20,2019,1733,410,33.72624,-84.42422
15475,AGG ASSAULT,8/20/2019,8,20,2019,2130,410,33.75805,-84.41419
15476,AGG ASSAULT,8/20/2019,8,20,2019,2238,410,33.75763,-84.41238
15477,AGG ASSAULT,8/20/2019,8,20,2019,2103,410,33.80901,-84.39342
15478,ROBBERY-PEDESTRIAN,8/20/2019,8,20,2019,934,311,33.72569,-84.40163
15479,ROBBERY-PEDESTRIAN,8/20/2019,8,20,2019,2300,311,33.71965,-84.42493
15480,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1900,690,33.73658,-84.45137
15481,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1000,690,33.72588,-84.3919
15482,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1800,690,33.78999,-84.47156
15483,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,340,690,33.67354,-84.4971
15484,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,800,690,33.85398,-84.3646
15485,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1730,690,33.72688,-84.41155
15486,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1720,690,33.69667,-84.48158
15487,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1750,690,33.78196,-84.40835
15488,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1230,690,33.72378,-84.41169
15489,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,330,670,33.74852,-84.39636
15490,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,944,670,33.78546,-84.41637
15491,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1905,670,33.77822,-84.38772
15492,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1600,670,33.75488,-84.41378
15493,AUTO THEFT,8/20/2019,8,20,2019,1800,710,33.77269,-84.43661
15494,AUTO THEFT,8/20/2019,8,20,2019,1450,710,33.75792,-84.47447
15495,AUTO THEFT,8/20/2019,8,20,2019,800,710,33.81405,-84.43857
15496,AUTO THEFT,8/20/2019,8,20,2019,1550,710,33.7554,-84.39357
15497,ROBBERY-RESIDENCE,8/20/2019,8,20,2019,2215,335,33.72339,-84.35053
15498,AUTO THEFT,8/20/2019,8,20,2019,300,720,33.80063,-84.46635
15499,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,945,630,33.76378,-84.42565
15500,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1037,630,33.75674,-84.34619
15501,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1100,630,33.7407,-84.36764
15502,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1230,630,33.77067,-84.38023
15503,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1541,630,33.82403,-84.36328
15504,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,2007,630,33.8195,-84.35199
15505,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1450,630,33.75366,-84.39047
15506,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1100,620,33.74852,-84.39636
15507,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1800,630,33.75674,-84.34619
15508,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,2015,630,33.75933,-84.50433
15509,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,2015,630,33.73859,-84.42597
15510,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1800,640,33.77026,-84.37894
15511,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2100,640,33.74032,-84.35965
15512,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2030,640,33.76499,-84.37435
15513,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2230,640,33.76965,-84.34538
15514,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1015,640,33.86315,-84.44526
15515,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1203,640,33.75546,-84.38185
15516,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2000,640,33.76503,-84.32931
15517,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,900,640,33.75888,-84.36576
15518,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1421,640,33.77756,-84.46709
15519,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1330,640,33.74956,-84.50108
15520,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1527,640,33.756,-84.41629
15521,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1459,640,33.75971,-84.38758
15522,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1245,640,33.82682,-84.3887
15523,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1655,640,33.8752,-84.39373
15524,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1830,640,33.71859,-84.42137
15525,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1700,640,33.76585,-84.35999
15526,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2105,640,33.78627,-84.39817
15527,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,2015,640,33.76269,-84.39702
15528,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,904,650,33.78196,-84.40835
15529,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1940,650,33.77125,-84.43359
15530,LARCENY-FROM VEHICLE,8/20/2019,8,20,2019,1825,650,33.75708,-84.39185
15531,LARCENY-NON VEHICLE,8/20/2019,8,20,2019,1206,680,33.72757,-84.40192
15532,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1200,660,33.82153,-84.36267
15533,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1600,660,33.83665,-84.38149
15534,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,2046,650,33.76406,-84.38763
15535,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1700,650,33.76675,-84.36262
15536,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1930,640,33.74123,-84.34671
15537,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,215,640,33.77238,-84.38698
15538,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,740,640,33.7863,-84.38715
15539,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1900,640,33.75889,-84.38596
15540,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,825,640,33.83399,-84.3841
15541,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,15,640,33.72593,-84.44475
15542,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,730,640,33.81664,-84.39011
15543,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,2000,640,33.74322,-84.37925
15544,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1806,640,33.73437,-84.39693
15545,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1800,640,33.85182,-84.3595
15546,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1830,640,33.74074,-84.35787
15547,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,2038,640,33.76032,-84.38615
15548,LARCENY-FROM VEHICLE,8/21/2019,8,21,2019,1800,640,33.78526,-84.3831
15549,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1040,630,33.77067,-84.38023
15550,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1404,630,33.84911,-84.37075
15551,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1230,630,33.73453,-84.43003
15552,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1400,630,33.75674,-84.34619
15553,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1540,630,33.77927,-84.47996
15554,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1540,630,33.72282,-84.46129
15555,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1950,630,33.7581,-84.50258
15556,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,2020,620,33.76634,-84.34916
15557,AUTO THEFT,8/21/2019,8,21,2019,1,710,33.66871,-84.38532
15558,AUTO THEFT,8/21/2019,8,21,2019,900,710,33.74901,-84.49482
15559,AUTO THEFT,8/21/2019,8,21,2019,2128,710,33.71107,-84.44411
15560,AUTO THEFT,8/21/2019,8,21,2019,1400,710,33.76879,-84.39585
15561,AUTO THEFT,8/21/2019,8,21,2019,1605,730,33.78409,-84.38353
15562,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1045,670,33.77258,-84.38449
15563,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,0,670,33.81296,-84.39083
15564,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1800,690,33.75503,-84.50014
15565,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1200,690,33.7881,-84.47292
15566,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1700,690,33.70255,-84.38085
15567,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1422,690,33.70471,-84.37885
15568,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,1530,690,33.71602,-84.40248
15569,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,315,690,33.7735,-84.36128
15570,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,500,690,33.74327,-84.43601
15571,LARCENY-NON VEHICLE,8/21/2019,8,21,2019,2226,690,33.71805,-84.40809
15572,ROBBERY-PEDESTRIAN,8/21/2019,8,21,2019,2300,311,33.72004,-84.42518
15573,ROBBERY-PEDESTRIAN,8/21/2019,8,21,2019,1755,311,33.73366,-84.45447
15574,ROBBERY-PEDESTRIAN,8/21/2019,8,21,2019,2135,311,33.73636,-84.4368
15575,HOMICIDE,8/21/2019,8,21,2019,300,110,33.70103,-84.45746
15576,HOMICIDE,8/21/2019,8,21,2019,2015,110,33.76586,-84.41361
15577,ROBBERY-RESIDENCE,8/21/2019,8,21,2019,2100,315,33.68244,-84.39498
15578,ROBBERY-COMMERCIAL,8/21/2019,8,21,2019,1720,312,33.74639,-84.35714
15579,ROBBERY-RESIDENCE,8/21/2019,8,21,2019,1300,345,33.75985,-84.43754
15580,AGG ASSAULT,8/21/2019,8,21,2019,0,410,33.73224,-84.40072
15581,AGG ASSAULT,8/21/2019,8,21,2019,11,410,33.69137,-84.51909
15582,AGG ASSAULT,8/21/2019,8,21,2019,1,410,33.66166,-84.50864
15583,AGG ASSAULT,8/21/2019,8,21,2019,1230,410,33.75752,-84.4624
15584,AGG ASSAULT,8/21/2019,8,21,2019,2250,410,33.69042,-84.52848
15585,AGG ASSAULT,8/21/2019,8,21,2019,43,430,33.74279,-84.40104
15586,AGG ASSAULT,8/21/2019,8,21,2019,2100,410,33.6962,-84.48681
15587,BURGLARY-NONRES,8/21/2019,8,21,2019,2015,512,33.7437,-84.43859
15588,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1600,511,33.69109,-84.35966
15589,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1500,511,33.69869,-84.48265
15590,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,730,511,33.7532,-84.36547
15591,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1350,511,33.75094,-84.41872
15592,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1135,511,33.71661,-84.43179
15593,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,100,521,33.71608,-84.40966
15594,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1145,521,33.80701,-84.41444
15595,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1000,521,33.85744,-84.42052
15596,BURGLARY-RESIDENCE,8/21/2019,8,21,2019,1930,531,33.78446,-84.38515
15597,BURGLARY-NONRES,8/22/2019,8,22,2019,58,522,33.78603,-84.40967
15598,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,1530,521,33.77258,-84.47506
15599,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,530,511,33.75588,-84.4206
15600,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,0,511,33.79088,-84.45894
15601,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,900,511,33.77146,-84.46709
15602,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,615,511,33.74349,-84.50968
15603,BURGLARY-RESIDENCE,8/22/2019,8,22,2019,1812,511,33.77155,-84.47435
15604,BURGLARY-NONRES,8/22/2019,8,22,2019,1800,512,33.72534,-84.43557
15605,AGG ASSAULT,8/22/2019,8,22,2019,100,420,33.74816,-84.39459
15606,AGG ASSAULT,8/22/2019,8,22,2019,1820,420,33.75851,-84.51141
15607,AGG ASSAULT,8/22/2019,8,22,2019,2200,430,33.77313,-84.36818
15608,AGG ASSAULT,8/22/2019,8,22,2019,2000,430,33.79724,-84.40668
15609,AGG ASSAULT,8/22/2019,8,22,2019,2020,430,33.80063,-84.46635
15610,AGG ASSAULT,8/22/2019,8,22,2019,33,410,33.68593,-84.49685
15611,AGG ASSAULT,8/22/2019,8,22,2019,2230,410,33.68077,-84.4937
15612,AGG ASSAULT,8/22/2019,8,22,2019,2250,410,33.82266,-84.3643
15613,AGG ASSAULT,8/22/2019,8,22,2019,2313,410,33.72608,-84.39946
15614,ROBBERY-PEDESTRIAN,8/22/2019,8,22,2019,435,311,33.75611,-84.38984
15615,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,2252,690,33.76763,-84.38419
15616,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,100,690,33.76858,-84.4171
15617,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,355,690,33.82065,-84.45537
15618,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,2200,690,33.75109,-84.39372
15619,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,541,690,33.76025,-84.45071
15620,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1300,690,33.71845,-84.41796
15621,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,10,670,33.7903,-84.39976
15622,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1122,670,33.75893,-84.4451
15623,AUTO THEFT,8/22/2019,8,22,2019,1100,730,33.70649,-84.48782
15624,AUTO THEFT,8/22/2019,8,22,2019,1430,710,33.69231,-84.40826
15625,AUTO THEFT,8/22/2019,8,22,2019,1029,710,33.7085,-84.36154
15626,AUTO THEFT,8/22/2019,8,22,2019,1400,710,33.7706,-84.38034
15627,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,315,630,33.74179,-84.40844
15628,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,346,630,33.80673,-84.41316
15629,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1100,630,33.77927,-84.47996
15630,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1320,630,33.74579,-84.35728
15631,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1550,630,33.77829,-84.38421
15632,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,1715,630,33.7532,-84.39201
15633,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,2015,630,33.7532,-84.39201
15634,LARCENY-NON VEHICLE,8/22/2019,8,22,2019,305,610,33.7728,-84.41689
15635,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,30,640,33.74993,-84.37706
15636,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2100,640,33.76269,-84.39702
15637,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,15,640,33.80989,-84.43402
15638,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1745,640,33.75231,-84.38434
15639,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2200,640,33.76507,-84.4042
15640,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,755,640,33.76191,-84.36039
15641,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1400,640,33.7876,-84.47783
15642,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,238,640,33.80853,-84.3702
15643,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1400,640,33.81717,-84.44766
15644,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,30,640,33.75283,-84.36687
15645,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,0,640,33.71347,-84.39079
15646,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1700,640,33.79267,-84.35195
15647,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1005,640,33.82308,-84.40912
15648,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1530,640,33.74728,-84.40426
15649,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2146,640,33.80733,-84.41284
15650,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,1840,640,33.79147,-84.40695
15651,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2200,640,33.78201,-84.35455
15652,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2010,640,33.7598,-84.36443
15653,LARCENY-FROM VEHICLE,8/22/2019,8,22,2019,2100,640,33.77615,-84.38262
